user,event,outcome,prob
2449307177,593744182,1,0.891295
1016040879,2007279414,0,0.000712031
2711982636,3612574786,0,0.0169907
4170157131,2191690926,0,0.00121272
724483958,3611263082,0,0.00192617
3835637004,1586739051,0,0.196671
2291885035,1926323783,0,0.100749
555384690,53057326,0,0.00176353
2736679402,2780690728,0,0.30487
249577815,1676394036,0,0.0656017
3041705231,2896707893,0,0.00183026
2162823560,498802162,0,0.00335601
1240674478,799065233,0,0.000741654
3598881287,2438579173,0,0.0280077
853658665,3679301219,0,0.0339346
2700330302,1359556127,0,0.0028361
1047741032,3506737502,0,0.00122861
1072368701,110357109,0,0.00365239
2609061039,3776957253,0,0.0440768
1577437083,3276213471,0,0.0302073
4146675310,2007279414,0,0.0121615
1386311924,3894686399,0,0.0774403
3333431092,2002192497,0,0.0024873
3686871863,1810281079,0,0.00185433
2791418962,125067550,0,0.184546
1543396188,3119717504,0,0.323532
2517213950,3812153136,0,0.00362408
913235409,1044854627,0,0.00185193
3330927216,2389263741,0,0.155019
1295003824,3761092488,0,0.00104398
659158929,3922480541,0,0.0160237
898918449,1118457299,0,0.00122948
476865227,2732810444,0,0.00271211
272886293,3926022702,0,0.239977
3287429621,44096506,0,0.00210872
3699893563,4025174474,0,0.0150224
2962003608,2117517099,0,0.152323
2545657612,2522610844,0,0.113087
50457238,1816813281,0,0.11129
2286248913,1448086840,1,0.674253
3435412352,1878241082,0,0.00254698
1911617585,858852228,0,0.209486
3258281955,4197279783,0,0.335439
4246728549,1361307272,0,0.244856
249918369,4201499448,0,0.0422688
1123831146,152418051,0,0.0290031
2332715028,1203717384,0,0.00253001
3297493554,997929928,0,0.0291872
3715196259,2961264393,0,0.112376
3251840412,766786899,0,0.0277347
3598524699,3790866767,0,0.224179
803166736,673098017,0,0.0194838
1150230846,603768826,0,0.00247547
517357553,1602985981,0,0.00205205
2254327912,3029154892,0,0.381133
1865714809,2750324864,0,0.00600379
3835637004,2134184008,0,0.0666544
422002690,1850381877,0,0.0500741
895925498,2130616732,0,0.0039969
2543824082,1719075410,0,0.0838626
1342752171,2389231921,0,0.00139501
1697527574,3309338938,0,0.0138814
2694809416,543972501,0,0.0160619
4047903240,3982673935,0,0.00128202
1044598291,1151525474,0,0.110773
1008893291,1115453150,0,0.0231108
931677473,834246785,0,0.0582426
272165392,1850381877,0,0.0020135
4257951883,881849271,0,0.26177
1717882536,2643833505,0,0.000795277
1085794659,3637245518,0,0.16196
887085722,955398943,0,0.00350884
1240674478,2301447401,0,0.000775306
3633091100,2850509209,0,0.0395461
3052673147,2612574414,0,0.000999213
3042642967,1348209331,0,0.00246652
2690867178,3235749382,0,0.00106179
3460014666,3399444894,0,0.0508512
3191592351,3183605169,0,0.00234551
863771353,1333917247,0,0.00101259
220184636,1421267283,0,0.00231353
203456139,4242816413,0,0.0307106
210626346,690652273,0,0.0145709
3406326706,3966358321,0,0.0219901
1931818423,440098296,0,0.00301258
199379035,1390707377,0,0.00133461
4026562594,2086279157,0,0.00198676
3563882371,2232765899,0,0.124241
3898478698,900649983,0,0.0575224
2111847795,2131593904,0,0.0020651
2609061039,1902753965,0,0.0678829
3723896394,1238533876,0,0.0489505
3811264923,1044854627,0,0.175241
3001870892,2007279414,0,0.143757
840865386,2998372996,0,0.00236541
4178291537,633242631,0,0.0421807
2940917694,1841768927,0,0.0213291
429489211,2389263741,0,0.042221
4196666928,810618772,0,0.00171835
3330927216,1692359541,0,0.0594628
23170479,861118590,0,0.212364
326930040,33704537,0,0.126729
2133006016,945123072,0,0.00186383
1166204486,682010995,0,0.0158837
2756550887,1262111436,1,0.64094
2593432040,152418051,0,0.0116029
1955766052,3929337192,0,0.136255
3406326706,776708517,0,0.0602979
3122564522,1441681484,0,0.00155537
2536496919,4294677286,0,0.016859
641678389,116335087,0,0.0121338
3943175229,996491337,0,0.0504956
1184737011,1852872937,0,0.108359
2610662061,3731945988,0,0.0149724
2694809416,727697060,0,0.0666479
648931301,1190152428,0,0.00216682
51165908,1294433853,0,0.115688
3616798795,1710908750,0,0.0423042
599144899,3632072502,0,0.00100939
2895220130,1880608957,0,0.200242
682721107,221202458,0,0.0180778
1342961341,559618821,0,0.00238997
873272013,1572334348,0,0.0510073
515567373,3041724882,0,0.0227833
2903662804,1977475739,0,0.0340984
1935452377,1297375856,1,0.834269
331982192,1269035551,0,0.0104111
1572816023,3061536656,0,0.00125114
1525918364,907302600,0,0.00436045
1851530247,2217975107,0,0.00463348
1150230846,2895178379,0,0.000995259
2393678699,2732877008,0,0.0013117
2949537983,2769570008,0,0.0545209
828445240,3626062159,0,0.462337
1701323236,4253071998,0,0.00245864
3943175229,2435261389,0,0.334489
639250885,2831932384,0,0.00278882
3771702031,627338344,0,0.0316491
310846555,2658555390,0,0.00346952
1122537977,955398943,0,0.00286656
1575376083,1892018889,0,0.0394135
28806872,3928440935,0,0.0013916
3169024744,108508030,0,0.0465915
2488018670,1255629030,0,0.0304425
2360121322,2040806459,0,0.00103258
3986539301,3643004825,0,0.015727
2673355078,2168006553,0,0.00263997
431015679,1566716821,0,0.00328478
3898478698,1600413013,0,0.0507483
326930040,2794778207,0,0.000642697
4007974189,946418622,0,0.00102574
2148913954,524127618,0,0.00317882
3815063730,2163214170,0,0.00083595
2231607096,1466704967,0,0.0460914
3122183291,1544421101,0,0.00410029
3668457471,3331186835,0,0.163932
1320099877,2389467513,0,0.0551211
3877652693,2704376528,0,0.0040112
1418885681,2455869070,0,0.00199221
3292982761,2180806657,0,0.00168354
2933561364,2428145712,0,0.0650797
4181468602,3841472085,0,0.18726
1717882536,1132785258,0,0.00103521
4164388326,741936389,0,0.00282495
1067164735,4085649365,0,0.028326
507847098,1361307272,0,0.00391872
1463717359,3617750746,0,0.00137776
3841682652,1299979205,0,0.0134593
3042360462,2072422072,1,0.541735
810608905,706761589,0,0.0190353
3841001673,724214959,0,0.0687121
1287850161,1272938012,0,0.0674554
3326031604,516796945,0,0.00462331
2265864872,642644408,0,0.00239712
3183278547,713643675,0,0.0466768
248375618,519767743,0,0.0351247
2193628344,2529072432,1,0.853049
4178291537,4222144697,0,0.0192612
1236336671,2073609284,0,0.0141825
1143069903,1652875579,0,0.0630464
3395257600,1677401781,0,0.182398
2856945250,379046741,0,0.0122016
2673355078,3012567312,0,0.00176674
3258281955,633659090,1,0.59344
1619040661,3475396168,0,0.0256021
1152125988,1860511950,0,0.0806706
2314166008,1845786756,0,0.0788243
1232677153,1201195269,0,0.113795
1066906993,4008578027,0,0.00210763
2233880590,914532885,0,0.043252
2444212053,3327259603,0,0.0414964
2456225582,4224651969,0,0.00165083
990116823,4136385770,0,0.0103447
532589341,1707508219,0,0.00202335
203456139,498238691,0,0.0250039
1611204256,3512178330,0,0.00663118
2404499203,1238211380,0,0.0029692
3272389348,372011842,0,0.0529179
2807567247,2822187055,0,0.000718312
1842145373,3820740781,0,0.0209408
3198801990,2227570794,0,0.0029656
354026608,2120779072,1,0.800103
2892947506,633659090,0,0.00253879
1663149119,1842189573,0,0.0210732
469837401,466258678,0,0.00828516
3310268237,3309338938,0,0.00226999
4244109605,4234138929,0,0.0430153
3922819697,1996883919,0,0.113507
651258472,4213130405,0,0.0255777
3043291654,1332759137,0,0.0288174
965181412,1048603511,0,0.000933345
96542289,802414638,0,0.203792
2764881224,1165693561,0,0.0420106
1747471686,933991919,0,0.100737
2491957982,3493332901,0,0.00163451
2209002289,302720508,0,0.143814
4075466480,2222499316,0,0.0570824
2490559498,1986629581,0,0.00841068
2039668267,889048145,0,0.103509
3611774179,2769914393,0,0.00190973
3180412264,442356029,0,0.0578827
85640691,1604093765,0,0.00758142
3944021305,1545607295,0,0.203203
2116203935,2867959207,0,0.0254087
43026617,1597380017,0,0.00389373
95170590,1690420493,0,0.172975
411622998,1217021374,0,0.00190973
1707278925,1973916091,0,0.0258869
3039417842,377981656,0,0.0819345
2630238456,3849306291,0,0.0524035
41934198,2736696425,0,0.00589499
3180412264,3922768537,0,0.0364226
2849010050,3555851735,0,0.0376834
1159947871,1390707377,0,0.0342282
2903662804,788496445,0,0.300615
1959500556,844299203,0,0.115388
3291092348,2149464820,0,0.00113979
620032149,601021924,0,0.0146564
2903662804,2791462807,0,0.0312975
1737346733,2917794701,0,0.103839
2176419410,810618772,0,0.000873665
2116203935,2325007341,0,0.0258981
4135593225,784664260,0,0.00194862
4042546595,940916476,0,0.0889043
1017536864,3150441220,0,0.178409
900897870,1942387906,0,0.0633266
3434508639,1600413013,0,0.0462759
2424565945,1817241425,0,0.00263378
2275313265,1934335136,0,0.00223634
3251568850,3282344594,0,0.00469235
2643058163,1557343462,0,0.332538
3415507920,2379850649,0,0.045868
2744115938,782683695,1,0.596726
1392332761,3583375355,0,0.335929
2500150280,4172382349,0,0.000439916
3890676452,2235916835,0,0.00150975
1785235519,4249581931,1,0.610346
4103923906,737023160,0,0.00203823
338395830,1350220187,0,0.0234342
3981819420,1419057761,0,0.00214413
2838808644,1426337764,0,0.00219024
3365445357,602394192,0,0.0015802
1339643555,3284103018,0,0.00103072
4236494,152418051,0,0.0673364
3799854455,907302600,0,0.0021
3182595870,894829625,0,0.000915839
681010476,3144013743,0,0.0833423
2464597212,740148951,0,0.00700035
2889282959,1845786756,0,0.150605
1545906782,1655226972,0,0.0101368
2316950688,1693226702,0,0.00203724
3929074393,4142094256,0,0.274891
1132746796,2413506174,0,0.0477549
1289434141,1643773664,0,0.00408345
2630238456,1269035551,0,0.0260102
3614158257,2551881360,0,0.231056
4007830365,3135875350,0,0.0054456
1075126714,2091251917,0,0.43411
666534021,2460729759,0,0.00195219
3037654114,4289284578,0,0.0602859
3593927263,834360181,0,0.0733247
4188511767,4080944038,0,0.00407613
392706219,3581275802,1,0.868304
3253822509,2308433116,0,0.00105733
331982192,268233790,0,0.0358316
3611774179,3681999765,0,0.00208689
4197193550,1638915826,0,0.00269169
3839562998,4140154751,0,0.0394997
2254327912,684266372,0,0.257932
2933561364,2398192028,0,0.192591
2408246939,1776393554,0,0.0824392
3368619983,1444583217,0,0.0199815
2679652649,349771745,0,0.0215909
4162769577,1716470668,0,0.158019
3282509573,1076364848,0,0.00302966
3926920467,1488068589,0,0.00247953
826927178,2529072432,0,0.0966202
2792856754,1532377761,0,0.0473736
3471761709,1816813281,0,0.00429757
95170590,3416874251,0,0.262618
2473747678,606856804,0,0.00176017
904520689,753115138,0,0.211068
3076967009,1860569646,0,0.00124543
3069569833,998521698,0,0.0163721
3592311259,3643257179,0,0.00152242
2259554717,1648681304,0,0.0603239
3842862938,2727714216,0,0.0145008
3357589225,2854622624,0,0.0640862
1323529412,703370904,0,0.064652
1011223331,1499053881,0,0.081262
4190879012,2154137211,0,0.000895939
4282954307,3879978209,0,0.0307822
568409249,2529072432,0,0.171224
1754474767,955398943,0,0.00565145
3044012,1502284248,0,0.39129
203050907,844299203,0,0.0705307
734292380,3991326635,0,0.154838
1275857085,3802870894,0,0.00543042
2112130968,894912584,0,0.0194449
3866177358,2130616732,0,0.259484
3427056824,1448086840,0,0.00163494
1234792409,1180210141,0,0.0019254
2903662804,2421849726,0,0.0196778
2863143805,1597380017,0,0.0398835
2033945746,2180806657,0,0.104286
96542289,3419710650,0,0.214028
4180930546,299139894,0,0.00281836
3481743878,1165436839,0,0.0527999
445442743,1031579616,0,0.00271555
2332715028,1269035551,0,0.000738521
689961313,3466523662,0,0.00986918
2756550887,2528133963,0,0.4145
2458068456,1323913377,0,0.0856887
3525941406,1641407061,0,0.0577702
747578727,2398192028,0,0.00168721
2461816241,2149464820,0,0.00874902
2692979972,1213078967,0,0.00931217
1567057770,3477891691,0,0.127335
96542289,3033099568,0,0.202789
2183586456,2880529865,0,0.0603968
1116289197,2517616201,0,0.0015412
3944021305,2825271741,0,0.0398267
1115249498,1819075340,0,0.00272562
65801702,3751969407,0,0.345278
3535608264,414882286,0,0.0254851
4176403253,232148793,0,0.0037489
2030266367,2232765899,0,0.00182399
986039272,771676713,0,0.00193332
374950100,1834446103,0,0.00124044
1783276120,955398943,0,0.0288197
4198845543,1991938600,0,0.00575754
1444113850,2788558996,0,0.176213
3752474458,1560461306,0,0.00164105
2984260178,821546192,0,0.00375373
4232243965,1330949688,0,0.0438883
1997928281,1269035551,0,0.000872353
2062768867,619689337,0,0.001272
3336438888,4005826846,0,0.0875942
2600683125,3036332464,0,0.314026
3894667987,929107951,0,0.00103839
121856257,215555826,0,0.0116918
3467219840,799782433,0,0.0354086
2619163162,3499428374,0,0.00378608
246547106,2859654056,0,0.0249045
1555879260,246929230,0,0.00297473
326930040,947356866,0,0.00214968
3052191172,633659090,0,0.00187367
4020164258,1446608996,0,0.486443
1875891307,739161736,0,0.0020408
3598524699,2038842201,0,0.0740128
4057602883,3782727355,1,0.730353
1016040879,1203717384,0,0.00219042
532589341,3652056284,0,0.00572306
3261647162,2039358442,0,0.00843889
2493952533,817091493,0,0.0398136
3004312073,1801869689,0,0.0405651
2463413235,672898146,0,0.000888528
3117046697,2007279414,0,0.00223852
1055981550,2149464820,0,0.00321599
1531475209,2415873572,1,0.807231
352769719,2883057132,0,0.0568996
4146086354,2247298290,0,0.00110442
1615717851,350511551,0,0.0384185
2255113076,4277739075,0,0.00444377
1821206755,3289683998,0,0.0975013
171842881,2794244676,0,0.0782546
4101519751,4258442948,0,0.248607
1058920791,3817357694,0,0.0018463
2676225924,4100237668,0,0.000982945
4185425091,3089507532,0,0.00201995
1856999246,2149464820,0,0.0939071
51165908,1862794029,0,0.0890318
516110926,2460426930,1,0.678922
550625442,4216835023,0,0.00386406
1404395751,2529072432,0,0.00497609
2644266735,1380051674,0,0.00271211
3071093998,606020229,0,0.00164586
2559754952,3089507532,0,0.144113
3835637004,3382162822,0,0.0699548
2559434877,2401458775,0,0.028074
82923911,1488068589,0,0.0772482
1493407039,789146264,0,0.0617235
1959680039,2367733143,0,0.00313244
2069512156,2665194430,0,0.0662847
4075466480,230681934,0,0.0158486
2360121322,1370289455,0,0.00175865
14411090,3956443206,0,0.0549712
3481743878,4285155515,0,0.00110919
3697489067,3735036412,0,0.035201
2643058163,3600053010,1,0.827887
2231607096,907302600,0,0.00178175
2987144847,2628680570,0,0.0294974
1525918364,2643833505,0,0.00351111
3330527170,3789029184,0,0.0377691
2864899561,422504591,0,0.000330552
4107349498,2604545919,0,0.000803503
1548590231,1379372643,0,0.0355953
70152834,1421349430,0,0.0391411
1954960931,4193610911,0,0.000934451
3803199563,2118381839,0,0.0129472
3548214416,559618821,0,0.00247521
1871580056,268233790,0,0.0528555
2451466347,4140154751,0,0.118607
3835637004,1145218797,0,0.115962
1197154185,3572269559,0,0.0038355
3626676306,1203717384,0,0.279287
1879459765,3192816058,0,0.171066
4156731925,1497764698,0,0.30114
3291092348,1269035551,0,0.00667072
4075466480,3463618172,0,0.0966953
2587246668,1148695493,0,0.00108348
2033945746,2692070381,0,0.214539
3122564522,1050013861,0,0.00112458
2326237915,1940265937,0,0.00279789
310296684,616825218,0,0.0223692
1842145373,2130616732,0,0.00140088
1309915074,3106649251,0,0.0272106
3035907343,1602799810,0,0.00142789
344906444,3982608480,0,0.0253013
3220398573,2107523123,0,0.00118409
1821733300,955398943,0,0.00302879
724978354,3771702746,0,0.198696
3486057072,1742345117,0,0.222742
3477857993,543405469,0,0.00370722
4217222631,955398943,0,0.258382
2199467633,1902753965,0,0.0401725
3775078143,2689439975,0,0.0014897
4087630383,2140038223,0,0.0541861
382550204,58362757,0,0.373033
2328481418,4254934247,0,0.0145864
2995967526,561924821,0,0.0282142
990116823,3888550683,0,0.0974656
1567057770,4082601014,0,0.136916
2133006016,4002798045,0,0.00325409
3436715440,955398943,0,0.00320122
734292380,584463007,0,0.176069
2954864792,2800200908,0,0.0976296
1275857085,2475079669,0,0.00554534
4137863751,4201550847,0,0.00126611
2963121670,559618821,0,0.00239478
2936209614,955398943,0,0.101671
1030441254,3874363313,0,0.0240942
1486339292,2793258618,0,0.00101259
82923911,1868735086,0,0.000481943
749467696,2797281037,0,0.0250169
3828329584,3914503223,0,0.0345089
1315208123,3565166403,1,0.504404
431015679,645163767,0,0.0024651
522776668,2611754657,0,0.0528059
3527940337,955398943,0,0.0636577
1346837558,1611318583,0,0.0824908
2877985693,2345254596,0,0.0686127
1228133573,2007279414,0,0.000763654
3693095617,834360181,0,0.00191673
4186528243,1076364848,0,0.00563493
1832146052,4205554879,0,0.000760764
111840914,3858223520,0,0.00186133
66260844,4259189014,0,0.00670875
2718796148,1723821298,0,0.00290388
2676225924,3863879024,0,0.00126204
3773947618,1776393554,0,0.128665
4239378941,215333035,0,0.0393687
2461816241,2498491194,0,0.0176807
4005604348,1045903606,0,0.0525076
584188387,3756962861,0,0.0639559
2633145288,952519340,0,0.351516
614599699,899234866,0,0.0159183
964607716,1597380017,0,0.00473639
932543338,1756649847,0,0.070193
3459927853,2750813527,0,0.0294665
3251568850,2803195749,0,0.0025483
2129920319,1269035551,0,0.0115828
4007830365,3409015015,0,0.023081
873272013,3275248026,0,0.056861
2803741841,1532377761,0,0.065848
97374877,3129504825,0,0.0113681
1438134738,3634231969,0,0.00217234
1572816023,36941495,0,0.00138164
2278013791,826165423,0,0.291829
3477857993,3777549242,0,0.00254734
618927177,2749997868,0,0.237633
70152834,2529072432,0,0.16073
2467706552,3264448398,0,0.0507435
2895220130,1351516910,0,0.259693
1344492095,4144869932,0,0.00336057
4057542584,2890950285,0,0.00395591
1507678209,2633128735,0,0.00170269
397493741,1390707377,0,0.00157804
2694809416,3237640011,0,0.0245038
1101021964,955398943,0,0.12
3338812734,1946940334,0,0.00159528
403467810,3849306291,0,0.0343192
23170479,1390707377,0,0.315069
2319889082,602394192,0,0.0023937
3680318580,1530709861,0,0.228626
785251375,3838044081,0,0.00367921
3108480638,846069276,0,0.103788
2162567305,2418854700,0,0.0307496
3788009173,1977909542,0,0.0624812
3828329584,3986999314,0,0.0132696
2941044791,1600954475,0,0.0947631
2848481402,3697176442,1,0.513246
2344133160,2643833505,0,0.00170164
2559754952,2902739388,0,0.0509761
